medicine_id,medicine_name,brand,pharmacy_names,latitudes,longitudes,total_quantity_sold
741,Cough Syrup,Flugone P +,"ABIJO PHARMACY- WANYEE (Nairobi), ABM PHARMACY (NGARA STAGE) (Nairobi), ABM PHARMACY LIMITED (Nairobi), ABRAPHARMA PHARMACEUTICALS KASARANI (Nairobi), ACCIPITRIDAE CHEMIST (Nairobi), ACCRA PHARMACY LTD - OPPOSITE MLK HOSP (Nairobi), ACCRA PHARMACY LTD HAKATI (Nairobi), ACE CARE PHARMACEUTICALS  (Nairobi), ACESO PHARMACY WELLNESS PHARMACY KASARANI (Nairobi), ADONISI PHARMACEUTICALS (Nairobi), AFRILIFE CHEMIST LTD (BURUBURU) (Nairobi), AFYACARE PHARMA (Nairobi), AGA KHAN HEALTH  SERVICES,KENYA-RUAI (Nairobi), AGA KHAN HEALTH SERVICES,KENYA - HOMA BAY (Nairobi), AGAROSE PHARMACY (Nairobi), AHWAN PHARMACEUTICALS LIMITED (Nairobi), AHZAAB PHARMACY (Nairobi), AJWA PHARMACEUTICALS LIMITED (Nairobi), AKIMA PHARMACY (Nairobi), AL-AQSA DISPENSING CHEMIST (Nairobi), AL-HANAF PHARMACY (Nairobi), AL-HARAMAIN PHARMACEUTICAL COMPANY LIMITED (Nairobi), ALANE PHARMACY LTD (Nairobi), ALIF MEDICAL SERVICES LIMITED (Nairobi), ALISON AGROCHEM CHEMISTS LIMITED (Nairobi), ALKEN PHARMACEUTICAL LTD (Nairobi), ALKEN PHARMACEUTICAL LTD","-1.2757621, -1.2848129, -1.2575249, -1.2755888, -1.3066383, -1.2829416, -1.2333266, -1.2688065, -1.3089651, -1.2616578, -1.2618776, -1.2831312, -1.2589182, -1.2717589, -1.2647119, -1.2059489, -1.2715424, -1.2721321, -1.2744794, -1.276733, -1.2731049, -1.2253857, -1.2880112, -1.2958752, -1.3128673, -1.2460403, -1.284749, -1.2172469, -1.1990686, -1.2579931, -1.2705845, -1.2913585, -1.2715203, -1.2849625, -1.2869817, -1.2469388, -1.3139741, -1.2752485, -1.3152957, -1.2185276, -1.2834847, -1.2844625, -1.2773221, -1.3210273, -1.2493027, -1.2786587, -1.2624961, -1.2575724, -1.2885927, -1.2816014, -1.2345294, -1.2694513, -1.3068667, -1.3590694, -1.271185, -1.2857603, -1.3138776, -1.2774177, -1.2844938, -1.2920658, -1.2520284, -1.2706834, -1.1835554, -1.2774587, -1.3647519, -1.2607843, -1.2964585, -1.2004353, -1.2742434, -1.2741186, -1.317058, -1.1852458, -1.3244384, -1.3127776, -1.272905, -1.2959953, -1.2525589, -1.2523093, -1.277364, -1.1975121, -1.2837102, -1.275237, -1.2763955, -1.291999, -1.2906482, -1.2871746, ","36.8290212, 36.7530976, 36.9120257, 36.9109491, 36.8024294, 36.7369557, 36.9294375, 36.8093088, 36.8936368, 36.9759005, 36.8237412, 36.9029929, 36.8142488, 36.8480778, 36.8389479, 36.8952592, 36.8478688, 36.8424626, 36.8506309, 36.8307703, 36.8512824, 36.9210154, 36.8620558, 36.86992360000001, 36.889599, 36.87666979999999, 36.9000191, 36.8959913, 36.9031977, 36.921258, 36.84557, 36.7339325, 36.89315819999999, 36.987496, 36.8945577, 36.8686616, 36.9012134, 36.910138, 36.823283, 36.9025676, 36.889222, 36.885289, 36.8158265, 36.8974843, 36.6845007, 36.88855, 36.8222835, 36.8117362, 36.9504001, 36.818184, 36.9038803, 36.7998296, 36.8969262, 36.7468779, 36.8493086, 36.984962, 36.8951043, 36.7917285, 36.828068, 36.7946567, 36.8466657, 36.9005074, 36.85141, 36.9454922, 36.8082989, 36.7995443, 36.9005796, 36.8435388, 36.844201, 36.8959223, 36.9068067, 36.8984997, 36.8295928, 36.851265, 36.8082191, 36.927833, 36.9497128, 36.8760519, 36.9025748, 36.7586288, 36.8219406, 36.8268934, 36.8458016, 36.9029842, 36.89397, 36.8",1230
742,Cough Syrup,Brozelin,"ANGELIC STAR PHARMACEUTICALS, ANGELLIC STAR PHARMACY , EMIR HEALTH CENTER , Goblet Enterprise, KARURA CHEMIST II  TILL 8073490, MEDPLEX CHEMIST","-1.2834847, -1.2844625, -1.266125, -1.454577, -1.2196352, -1.4293031","36.889222, 36.885289, 36.910522, 36.9882026, 36.7128582, 36.6872005",16
745,Cough Syrup,"Trimex, Paediatric","Apotek Pharmaceutical, SIDAI CHEMIST","-1.2885927, -1.4779526","36.9504001, 36.9577694",11
746,Cough Syrup,Zefcolin,"Bripamu Medical Stores, Eloc pharmacy , KARURA CHEMIST II  TILL 8073490","-1.3111251, -1.2953742, -1.2196352","36.8939304, 36.7455442, 36.7128582",5
748,Cough Syrup,Tricohist,"Apotek Pharmaceutical, BetahCare Family Health Clinic, EMIR HEALTH CENTER , MEDIBLEND , Nas Chemist","-1.2885927, -1.266125, -1.282731, 0.5206237","36.9504001, 36.910522, 36.7848689, 35.2762755",10
749,Cough Syrup,Flugone Dm,"Apotek Pharmaceutical, EMIR HEALTH CENTER , Nas Chemist","-1.2885927, -1.266125, 0.5206237","36.9504001, 36.910522, 35.2762755",20
750,Cough Syrup,"Dacof, Paediatric","MEDIBLEND , MEDPLEX CHEMIST, SIDAI CHEMIST","-1.282731, -1.4293031, -1.4779526","36.7848689, 36.6872005, 36.9577694",3
751,Cough Syrup,"Piriton, Original","ABIJO PHARMACY- WANYEE (Nairobi), ABM PHARMACY LIMITED (Nairobi), ABRAPHARMA PHARMACEUTICALS KASARANI (Nairobi), ACCIPITRIDAE CHEMIST (Nairobi), ACCRA PHARMACY LTD - OPPOSITE MLK HOSP (Nairobi), ACCRA PHARMACY LTD HAKATI (Nairobi), ACE CARE PHARMACEUTICALS  (Nairobi), ADONISI PHARMACEUTICALS (Nairobi), AFRILIFE CHEMIST LTD (BURUBURU) (Nairobi), AGA KHAN HEALTH  SERVICES,KENYA-RUAI (Nairobi), AGA KHAN HEALTH SERVICES,KENYA - HOMA BAY (Nairobi), AGAROSE PHARMACY (Nairobi), AGMART PHARMACEUTICALS-MUHOHO AVENUE (Nairobi), AHWAN PHARMACEUTICALS LIMITED (Nairobi), AHZAAB PHARMACY (Nairobi), AJWA PHARMACEUTICALS LIMITED (Nairobi), AKIMA PHARMACY (Nairobi), AL-AQSA DISPENSING CHEMIST (Nairobi), AL-HARAMAIN PHARMACEUTICAL COMPANY LIMITED (Nairobi), ALANE PHARMACY LTD (Nairobi), ALIF MEDICAL SERVICES LIMITED (Nairobi), ALISON AGROCHEM CHEMISTS LIMITED (Nairobi), ALKEN PHARMACEUTICAL LTD (Nairobi), ALKEN PHARMACEUTICAL LTD - B-CENTRE (Nairobi), ALKEN PHARMACEUTICALS LTD (Nairobi), ALKEN PHARMACEUTICALS-JOGOO RD (Nairobi","-1.2953742, -1.2848129, -1.2172469, -1.2575249, -1.2755888, -1.3066383, -1.2829416, -1.2688065, -1.2616578, -1.2618776, -1.2831312, -1.323767, -1.2589182, -1.2717589, -1.2647119, -1.2059489, -1.2715424, -1.2744794, -1.276733, -1.2731049, -1.2253857, -1.2880112, -1.2958752, -1.3128673, -1.2460403, -1.1990686, -1.2579931, -1.2705845, -1.2913585, -1.2849625, -1.2869817, -1.2469388, -1.3139741, -1.2752485, -1.3152957, -1.2185276, -1.2834847, -1.2773221, -1.3210273, -1.3211336, -1.2735173, -1.2493027, -1.2786587, -1.2953175, -1.2624961, -1.2575724, -1.32349, -1.2816014, -1.2736832, -1.3068667, -1.3590694, -1.271185, -1.2857603, -1.3138776, -1.2774177, -1.2844938, -1.2920658, -1.2520284, -1.1835554, -1.2774587, -1.3647519, -1.2964585, -1.2856445, -1.2004353, -1.2742434, -1.2741186, -1.1852458, -1.3127776, -1.2323179, -1.272905, -1.2959953, -1.2525589, -1.1975121, -1.3244384, -1.2837102, -1.275237, -1.2763955, -1.291999, -1.2906482, -1.2871746, -1.2931221, -1.260093, -1.2868487, -1.2710617, -1.2569541, -1.2803592, -","36.7455442, 36.7530976, 36.8959913, 36.9120257, 36.9109491, 36.8024294, 36.7369557, 36.8093088, 36.9759005, 36.8237412, 36.9029929, 36.843886, 36.8142488, 36.8480778, 36.8389479, 36.8952592, 36.8478688, 36.8506309, 36.8307703, 36.8512824, 36.9210154, 36.8620558, 36.86992360000001, 36.889599, 36.87666979999999, 36.9031977, 36.921258, 36.84557, 36.7339325, 36.987496, 36.8945577, 36.8686616, 36.9012134, 36.910138, 36.823283, 36.9025676, 36.889222, 36.8158265, 36.8974843, 36.8006868, 36.96363580000001, 36.6845007, 36.88855, 36.6984177, 36.8222835, 36.8117362, 36.70831, 36.818184, 36.8511881, 36.8969262, 36.7468779, 36.8493086, 36.984962, 36.8951043, 36.7917285, 36.828068, 36.8219462, 36.7946567, 36.9005074, 36.85141, 36.9454922, 36.7995443, 36.8297902, 36.9005796, 36.8435388, 36.844201, 36.9068067, 36.8295928, 36.8035009, 36.851265, 36.8082191, 36.927833, 36.9025748, 36.8984997, 36.7586288, 36.8219406, 36.8268934, 36.8458016, 36.9029842, 36.89397, 36.7897254, 36.8026754, 36.862608, 36.8325956, 36.9215126, 36.8221",933587
752,Cough Syrup,Tridex,"BetahCare Family Health Clinic, Eloc pharmacy , KARURA CHEMIST II  TILL 8073490, Nas Chemist, SIDAI CHEMIST","-1.2953742, -1.2196352, 0.5206237, -1.4779526","36.7455442, 36.7128582, 35.2762755, 36.9577694",6
753,Cough Syrup,Tridex,"Eloc pharmacy , EMIR HEALTH CENTER , Nas Chemist","-1.2953742, -1.266125, 0.5206237","36.7455442, 36.910522, 35.2762755",4
754,Cough Syrup,Cadistin,Nas Chemist,0.5206237,35.2762755,2
755,Cough Syrup ,"Coscof, C-Linctus","BetahCare Family Health Clinic, Jubilee-Care Chemist, MEDPLEX CHEMIST","-1.1003338, -1.4293031","37.0129017, 36.6872005",8
759,Cough Tablets,Chestcof,"ANGELLIC STAR PHARMACY , CARDINAL CHEMIST, Mercilin Afya services ","-1.2844625, -1.3958137, -1.3921923","36.885289, 36.7638655, 36.9407301",9
760,Cough and Colds,Benaflu Toto Syrup,B-sons pharmacy,-1.2673667,36.7509204,1
761,Cough and Colds,Benacoff Expectorant,"KARURA CHEMIST II  TILL 8073490, KEGAKA PHARMACY","-1.2196352, -1.0133967","36.7128582, 36.9058388",9
762,Cough and Colds,Benacoff Paediatric,MEDPLEX CHEMIST,-1.4293031,36.6872005,10
763,Cough and Colds,Benacoff Linctus,"Bripamu Medical Stores, CARDINAL CHEMIST, Eloc pharmacy , Goblet Enterprise, MEDIBLEND , MEDPLEX CHEMIST","-1.3111251, -1.3958137, -1.2953742, -1.454577, -1.282731, -1.4293031","36.8939304, 36.7638655, 36.7455442, 36.9882026, 36.7848689, 36.6872005",28
764,Cream - Antihistamine,Intamine,"KARURA CHEMIST II  TILL 8073490, MEDPLEX CHEMIST","-1.2196352, -1.4293031","36.7128582, 36.6872005",9
771,Crotamiton ,Scabion Cream,EMIR HEALTH CENTER ,-1.266125,36.910522,1
777,Cyproheptadine,becoactin tabs,EMIR HEALTH CENTER ,-1.266125,36.910522,175
778,Cyproheptadine,becoactin,EMIR HEALTH CENTER ,-1.266125,36.910522,14
779,Cyproheptadine,Cyproactin Syrup,CARDINAL CHEMIST,-1.3958137,36.7638655,2
781,Cyproheptadine,Crypto B Plus,"B-sons pharmacy, KEGAKA PHARMACY, MEDIBLEND ","-1.2673667, -1.0133967, -1.282731","36.7509204, 36.9058388, 36.7848689",3
782,Cyproheptadine,Crypto B Plus,"EMIR HEALTH CENTER , KARURA CHEMIST II  TILL 8073490","-1.266125, -1.2196352","36.910522, 36.7128582",97
784,Cyproheptadine ,Cypon,SIDAI CHEMIST,-1.4779526,36.9577694,2
788,Deflazacort,Dynacort,Eloc pharmacy ,-1.2953742,36.7455442,20
792,Dentogel,Dentogel Adult,"EMIR HEALTH CENTER , KARURA CHEMIST II  TILL 8073490, MEDPLEX CHEMIST","-1.266125, -1.2196352, -1.4293031","36.910522, 36.7128582, 36.6872005",6
796,Desloratadine,Momento,Eloc pharmacy ,-1.2953742,36.7455442,10
797,Desloratadine,Desostar,"Bripamu Medical Stores, Perta Chemist","-1.3111251, -1.1079318","36.8939304, 37.016326",19
799,Dexamethasone,"Maxidex, Eye Ointment",KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,1
801,Dexamethasone,Dexamethasone 100's,"MEDIBLEND , MEDPLEX CHEMIST","-1.282731, -1.4293031","36.7848689, 36.6872005",443
803,Dexamethasone,Dexamethasone 4mg,"EMIR HEALTH CENTER , Jubilee-Care Chemist, KARURA CHEMIST II  TILL 8073490, urit medical ","-1.266125, -1.1003338, -1.2196352, -1.1009928","36.910522, 37.0129017, 36.7128582, 37.0129877",206
806,Dexamethasone ,"Maxitrol, Ointment",KARURA CHEMIST II  TILL 8073490,-1.2196352,36.7128582,1
807,Dexamethasone ,"Dextracin, Eye","Benpeny Chemist, CALMAK CHEMIST , KEGAKA PHARMACY, MEDPLEX CHEMIST","-1.1469238, -1.053931, -1.0133967, -1.4293031","36.9587031, 38.3631399, 36.9058388, 36.6872005",9
808,Dexamethasone ,"Maxitrol, Eye","MEDPLEX CHEMIST, Tikotiko Chemist ","-1.4293031, -1.3080828","36.6872005, 36.7819929",2
809,Dexamethasone ,Dexomet-N,"Jubilee-Care Chemist, MEDPLEX CHEMIST","-1.1003338, -1.4293031","37.0129017, 36.6872005",5
810,"Dexamethasone, Gentamycin",Dexa G,MEDPLEX CHEMIST,-1.4293031,36.6872005,1
812,Dextromethorphan ,Ascoril D,"ABIJO PHARMACY- WANYEE (Nairobi), ABM PHARMACY (NGARA STAGE) (Nairobi), ABM PHARMACY LIMITED (Nairobi), ABRAPHARMA PHARMACEUTICALS KASARANI (Nairobi), ACCIPITRIDAE CHEMIST (Nairobi), ACCRA PHARMACY LTD - OPPOSITE MLK HOSP (Nairobi), ACCRA PHARMACY LTD HAKATI (Nairobi), ACCRA-MED CHEMISTS LIMITED (Nairobi), ACE CARE PHARMACEUTICALS  (Nairobi), ACESO PHARMACY WELLNESS PHARMACY KASARANI (Nairobi), ADONISI PHARMACEUTICALS (Nairobi), AFRILIFE CHEMIST LTD (BURUBURU) (Nairobi), AFYACARE PHARMA (Nairobi), AGA KHAN HEALTH  SERVICES,KENYA-RUAI (Nairobi), AGA KHAN HEALTH SERVICES,KENYA - HOMA BAY (Nairobi), AGAROSE PHARMACY (Nairobi), AGMART PHARMACEUTICALS-MUHOHO AVENUE (Nairobi), AJWA PHARMACEUTICALS LIMITED (Nairobi), AKIMA PHARMACY (Nairobi), AL-HANAF PHARMACY (Nairobi), AL-HARAMAIN PHARMACEUTICAL COMPANY LIMITED (Nairobi), ALANE PHARMACY LTD (Nairobi), ALIF MEDICAL SERVICES LIMITED (Nairobi), ALISON AGROCHEM CHEMISTS LIMITED (Nairobi), ALKEN PHARMACEUTICAL LTD (Nairobi), ALKEN PHARMACEUTICAL LTD - B-CENTRE (Nairobi","-1.2953742, -1.2757621, -1.2848129, -1.2172469, -1.2575249, -1.2755888, -1.3066383, -1.2832624, -1.2829416, -1.2333266, -1.2688065, -1.3089651, -1.2616578, -1.2618776, -1.2831312, -1.323767, -1.2647119, -1.2059489, -1.2721321, -1.2744794, -1.276733, -1.2731049, -1.2253857, -1.2880112, -1.2958752, -1.3128673, -1.2460403, -1.284749, -1.1990686, -1.2579931, -1.2705845, -1.2913585, -1.2715203, -1.2849625, -1.2869817, -1.2849438, -1.2469388, -1.3139741, -1.2752485, -1.3152957, -1.2185276, -1.2834847, -1.2773221, -1.3210273, -1.3211336, -1.2493027, -1.2786587, -1.2953175, -1.2624961, -1.32349, -1.2816014, -1.2522439, -1.2345294, -1.2736832, -1.2694513, -1.3068667, -1.3590694, -1.271185, -1.2857603, -1.3138776, -1.2774177, -1.2920658, -1.2520284, -1.3205309, -1.2774587, -1.3647519, -1.2607843, -1.2856445, -1.2004353, -1.2742434, -1.2741186, -1.317058, -1.1852458, -1.3127776, -1.2323179, -1.272905, -1.2959953, -1.2525589, -1.2523093, -1.277364, -1.1975121, -1.3244384, -1.275237, -1.2763955, -1.291999, -1.2906482, -1.","36.7455442, 36.8290212, 36.7530976, 36.8959913, 36.9120257, 36.9109491, 36.8024294, 36.8266431, 36.7369557, 36.9294375, 36.8093088, 36.8936368, 36.9759005, 36.8237412, 36.9029929, 36.843886, 36.8389479, 36.8952592, 36.8424626, 36.8506309, 36.8307703, 36.8512824, 36.9210154, 36.8620558, 36.86992360000001, 36.889599, 36.87666979999999, 36.9000191, 36.9031977, 36.921258, 36.84557, 36.7339325, 36.987496, 36.8945577, 36.9861242, 36.8686616, 36.9012134, 36.910138, 36.823283, 36.9025676, 36.889222, 36.8158265, 36.8974843, 36.8006868, 36.6845007, 36.88855, 36.6984177, 36.8222835, 36.70831, 36.818184, 36.8674089, 36.9038803, 36.8511881, 36.7998296, 36.8969262, 36.7468779, 36.8493086, 36.984962, 36.8951043, 36.7917285, 36.7946567, 36.70374049999999, 36.85141, 36.9454922, 36.8082989, 36.8297902, 36.9005796, 36.8435388, 36.844201, 36.8959223, 36.9068067, 36.8295928, 36.8035009, 36.851265, 36.8082191, 36.927833, 36.9497128, 36.8760519, 36.9025748, 36.8984997, 36.8219406, 36.8268934, 36.8458016, 36.9029842, 36.8572037, 36.",132234
